staff_id,department,current_role,current_skills,target_department,target_role,required_skills,seniority_years,recent_training_hours,performance_rating,avg_salary_usd,recent_ot_hours
STF-00848,Private & Wealth,Relationship Manager,"wealth_management,leadership,sales_advisory,customer_service",Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance,leadership",0.3,10.0,2,552.43,3.4
STF-00849,Private & Wealth,Relationship Manager,"leadership,sales_advisory,wealth_management,aml_compliance",Private & Wealth,Relationship Manager,"sales_advisory,customer_service,wealth_management",2.5,15.0,3,785.17,4.3
STF-00850,Private & Wealth,Relationship Manager,"customer_service,sales_advisory,data_analytics",Private & Wealth,Private Banker,"wealth_management,customer_service,sales_advisory,data_analytics",1.0,19.0,4,807.56,2.9
STF-00851,Compliance & Risk,Risk Analyst,"aml_compliance,cybersecurity,leadership",Compliance & Risk,Risk Analyst,"credit_risk,leadership,branch_management",3.2,13.0,3,923.53,3.2
STF-00852,Credit & Lending,Loan Officer,"loan_underwriting,aml_compliance,data_analytics,credit_risk,forex_ops",Credit & Lending,Lending Manager,"aml_compliance,data_analytics",4.4,19.0,3,707.55,5.1
STF-00853,Private & Wealth,Wealth Advisor,"customer_service,leadership,wealth_management,forex_ops",Retail Banking,Teller,"teller_ops,customer_service",5.8,21.0,2,981.86,6.3
STF-00854,Credit & Lending,Credit Analyst,"credit_risk,data_analytics,loan_underwriting,aml_compliance",Private & Wealth,Relationship Manager,"wealth_management,sales_advisory,digital_banking",6.0,11.0,4,749.36,12.4
STF-00855,Private & Wealth,Wealth Advisor,"sales_advisory,customer_service,leadership",Compliance & Risk,AML Investigator,"aml_compliance,leadership,credit_risk",8.3,20.0,2,774.11,5.5
STF-00856,Treasury & Markets,Treasury Analyst,"treasury_ops,forex_ops,credit_risk",Treasury & Markets,FX Dealer,"forex_ops,credit_risk,sales_advisory",2.3,13.0,4,802.19,15.2
STF-00857,Retail Banking,Branch Supervisor,"customer_service,branch_management,it_support",Digital & IT,Digital Banking Officer,"data_analytics,cybersecurity,it_support,treasury_ops",5.9,10.0,3,602.82,5.5
STF-00858,Digital & IT,IT Support Analyst,"data_analytics,it_support,cybersecurity",Digital & IT,IT Support Analyst,"cybersecurity,it_support,digital_banking",4.6,24.0,3,782.07,12.6
STF-00859,Digital & IT,IT Support Analyst,"it_support,data_analytics,digital_banking,cybersecurity,aml_compliance",Digital & IT,Systems Administrator,"data_analytics,it_support,cybersecurity",7.5,22.0,4,821.49,0.5
STF-00860,Treasury & Markets,Treasury Analyst,"data_analytics,credit_risk,it_support",Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,forex_ops",2.7,19.0,2,797.88,7.8
STF-00861,Retail Banking,Branch Supervisor,"branch_management,sales_advisory,leadership",Retail Banking,Customer Service Rep,"sales_advisory,customer_service,teller_ops",1.7,16.0,3,546.46,2.8
STF-00862,Digital & IT,Systems Administrator,"data_analytics,cybersecurity",Private & Wealth,Private Banker,"wealth_management,sales_advisory,customer_service",5.9,17.0,3,746.12,0.3
STF-00863,Credit & Lending,Loan Officer,"aml_compliance,loan_underwriting",Credit & Lending,Credit Analyst,"credit_risk,aml_compliance,data_analytics,it_support",16.0,23.0,3,1083.31,1.3
STF-00864,Compliance & Risk,AML Investigator,"leadership,credit_risk,cybersecurity,aml_compliance,forex_ops",Credit & Lending,Lending Manager,"data_analytics,loan_underwriting",4.6,30.0,1,754.54,10.6
STF-00865,Treasury & Markets,FX Dealer,"forex_ops,data_analytics,credit_risk",Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops",1.1,25.0,3,714.78,9.9
STF-00866,Treasury & Markets,Markets Associate,"treasury_ops,credit_risk,data_analytics",Treasury & Markets,Markets Associate,"forex_ops,credit_risk",1.7,16.0,3,794.69,0.0
STF-00867,Private & Wealth,Wealth Advisor,"customer_service,leadership",Private & Wealth,Relationship Manager,"sales_advisory,wealth_management,customer_service",10.9,19.0,4,1015.45,1.5
STF-00868,Retail Banking,Customer Service Rep,"teller_ops,branch_management,treasury_ops",Retail Banking,Customer Service Rep,"sales_advisory,branch_management,teller_ops,wealth_management",0.9,21.0,4,734.2,3.1
STF-00869,Credit & Lending,Credit Analyst,"aml_compliance,credit_risk,data_analytics,loan_underwriting,cybersecurity",Credit & Lending,Lending Manager,"aml_compliance,data_analytics",5.7,16.0,4,1003.23,2.9
STF-00870,Credit & Lending,Loan Officer,"loan_underwriting,credit_risk",Credit & Lending,Lending Manager,"aml_compliance,data_analytics,loan_underwriting",2.8,14.0,3,754.96,7.3
STF-00871,Credit & Lending,Underwriter,"aml_compliance,data_analytics",Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,wealth_management,forex_ops",4.7,19.0,4,740.83,13.1
STF-00872,Private & Wealth,Private Banker,"wealth_management,customer_service",Private & Wealth,Wealth Advisor,"wealth_management,leadership,sales_advisory,teller_ops",1.9,16.0,3,761.86,4.9
STF-00873,Digital & IT,Digital Banking Officer,"digital_banking,it_support",Digital & IT,Digital Banking Officer,"it_support,data_analytics,digital_banking",8.2,27.0,3,1146.28,10.3
STF-00874,Credit & Lending,Lending Manager,"credit_risk,loan_underwriting,aml_compliance,data_analytics",Digital & IT,Systems Administrator,"cybersecurity,data_analytics,it_support,wealth_management",4.3,19.0,2,489.94,3.1
STF-00875,Retail Banking,Branch Officer,"customer_service,teller_ops,credit_risk",Credit & Lending,Credit Analyst,"data_analytics,aml_compliance",2.5,16.0,2,614.41,6.7
STF-00876,Retail Banking,Branch Officer,"customer_service,branch_management,sales_advisory,teller_ops",Credit & Lending,Loan Officer,"data_analytics,aml_compliance,treasury_ops",13.3,26.0,3,958.01,10.3
STF-00877,Private & Wealth,Relationship Manager,"wealth_management,customer_service,sales_advisory,leadership",Private & Wealth,Wealth Advisor,"leadership,wealth_management",4.2,20.0,3,920.86,0.0
STF-00878,Digital & IT,Digital Banking Officer,"digital_banking,it_support,data_analytics,cybersecurity,treasury_ops",Digital & IT,IT Support Analyst,"cybersecurity,digital_banking,data_analytics,credit_risk",1.5,24.0,3,760.59,2.2
STF-00879,Treasury & Markets,FX Dealer,"treasury_ops,forex_ops,credit_risk,cybersecurity",Digital & IT,Systems Administrator,"digital_banking,it_support,data_analytics",8.7,17.0,3,784.82,4.6
STF-00880,Digital & IT,IT Support Analyst,"data_analytics,cybersecurity",Digital & IT,Systems Administrator,"cybersecurity,data_analytics,it_support",6.7,14.0,5,730.04,8.1
STF-00881,Compliance & Risk,Compliance Officer,"leadership,credit_risk,cybersecurity",Treasury & Markets,Markets Associate,"treasury_ops,credit_risk,leadership",0.9,11.0,3,722.02,4.8
STF-00882,Credit & Lending,Underwriter,"data_analytics,loan_underwriting,credit_risk,aml_compliance",Private & Wealth,Wealth Advisor,"customer_service,leadership,wealth_management,digital_banking",4.3,18.0,3,667.44,6.9
STF-00883,Credit & Lending,Lending Manager,"loan_underwriting,data_analytics",Credit & Lending,Underwriter,"aml_compliance,loan_underwriting,credit_risk",5.6,8.0,2,737.85,10.3
STF-00884,Retail Banking,Branch Officer,"teller_ops,sales_advisory,customer_service,branch_management",Credit & Lending,Loan Officer,"loan_underwriting,data_analytics,credit_risk",1.8,20.0,3,952.12,0.0
STF-00885,Private & Wealth,Private Banker,"customer_service,sales_advisory,treasury_ops",Digital & IT,Systems Administrator,"data_analytics,digital_banking,cybersecurity",4.5,18.0,2,773.74,3.7
STF-00886,Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops",Compliance & Risk,AML Investigator,"aml_compliance,credit_risk",5.5,15.0,2,710.78,1.0
STF-00887,Credit & Lending,Underwriter,"data_analytics,loan_underwriting,digital_banking",Credit & Lending,Underwriter,"data_analytics,credit_risk",1.7,27.0,1,642.88,2.6
STF-00888,Private & Wealth,Private Banker,"sales_advisory,leadership,customer_service,wealth_management",Private & Wealth,Wealth Advisor,"sales_advisory,wealth_management",5.6,18.0,4,945.89,4.1
STF-00889,Compliance & Risk,AML Investigator,"cybersecurity,aml_compliance",Credit & Lending,Credit Analyst,"aml_compliance,loan_underwriting,data_analytics",2.3,15.0,3,785.45,0.0
STF-00890,Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,leadership,treasury_ops",Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance",11.6,19.0,3,839.37,10.7
STF-00891,Treasury & Markets,FX Dealer,"data_analytics,forex_ops,treasury_ops",Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,customer_service",10.2,22.0,3,1199.34,10.2
STF-00892,Private & Wealth,Relationship Manager,"leadership,wealth_management,aml_compliance",Private & Wealth,Relationship Manager,"wealth_management,sales_advisory,leadership",3.5,22.0,4,901.67,3.2
STF-00893,Private & Wealth,Private Banker,"leadership,wealth_management",Private & Wealth,Wealth Advisor,"customer_service,wealth_management,sales_advisory",2.5,14.0,3,846.86,6.8
STF-00894,Treasury & Markets,Markets Associate,"data_analytics,credit_risk,forex_ops,treasury_ops",Treasury & Markets,FX Dealer,"treasury_ops,credit_risk",10.5,16.0,2,776.46,7.4
STF-00895,Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,wealth_management",Compliance & Risk,Risk Analyst,"leadership,cybersecurity,aml_compliance,forex_ops",3.5,19.0,2,718.31,14.7
STF-00896,Retail Banking,Teller,"teller_ops,customer_service,leadership",Retail Banking,Branch Officer,"sales_advisory,customer_service,branch_management",4.3,14.0,2,720.39,5.0
STF-00897,Treasury & Markets,Treasury Analyst,"treasury_ops,forex_ops,credit_risk",Treasury & Markets,FX Dealer,"treasury_ops,data_analytics,credit_risk",12.5,21.0,4,1084.01,8.4
STF-00898,Compliance & Risk,Compliance Officer,"credit_risk,leadership,cybersecurity,treasury_ops",Retail Banking,Branch Officer,"branch_management,teller_ops,loan_underwriting",2.6,15.0,4,478.86,1.5
STF-00899,Retail Banking,Branch Supervisor,"branch_management,teller_ops,sales_advisory,customer_service,aml_compliance",Retail Banking,Customer Service Rep,"customer_service,teller_ops,sales_advisory",17.1,17.0,3,1080.87,0.0
STF-00900,Digital & IT,Digital Banking Officer,"data_analytics,it_support,cybersecurity,digital_banking",Credit & Lending,Credit Analyst,"aml_compliance,loan_underwriting",5.4,19.0,4,976.11,11.7
STF-00901,Private & Wealth,Relationship Manager,"sales_advisory,leadership,loan_underwriting",Compliance & Risk,Compliance Officer,"credit_risk,leadership",2.8,8.0,3,753.98,7.6
STF-00902,Digital & IT,IT Support Analyst,"digital_banking,it_support,cybersecurity,data_analytics",Digital & IT,Digital Banking Officer,"digital_banking,data_analytics,cybersecurity,aml_compliance",2.8,15.0,2,443.45,4.3
STF-00903,Retail Banking,Branch Officer,"branch_management,teller_ops,customer_service",Retail Banking,Branch Officer,"sales_advisory,teller_ops,branch_management",3.6,26.0,3,783.01,5.5
STF-00904,Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops,credit_risk",Treasury & Markets,Markets Associate,"data_analytics,treasury_ops,credit_risk",6.9,14.0,4,702.46,8.9
STF-00905,Treasury & Markets,Markets Associate,"forex_ops,data_analytics,treasury_ops,credit_risk",Compliance & Risk,AML Investigator,"credit_risk,leadership,aml_compliance",1.2,14.0,2,745.66,1.0
STF-00906,Private & Wealth,Wealth Advisor,"leadership,wealth_management,customer_service",Retail Banking,Customer Service Rep,"branch_management,teller_ops,sales_advisory,wealth_management",5.5,14.0,3,1069.91,9.9
STF-00907,Retail Banking,Branch Officer,"teller_ops,customer_service,branch_management,sales_advisory,leadership",Retail Banking,Customer Service Rep,"branch_management,teller_ops",3.1,16.0,2,850.47,9.6
STF-00908,Compliance & Risk,Risk Analyst,"leadership,cybersecurity,sales_advisory",Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity,treasury_ops",0.1,23.0,4,687.46,16.5
STF-00909,Compliance & Risk,AML Investigator,"leadership,cybersecurity,credit_risk,aml_compliance",Compliance & Risk,Compliance Officer,"cybersecurity,leadership,aml_compliance,it_support",2.8,19.0,5,723.21,6.9
STF-00910,Private & Wealth,Relationship Manager,"customer_service,leadership,sales_advisory,wealth_management",Private & Wealth,Relationship Manager,"wealth_management,customer_service,leadership,branch_management",15.4,19.0,4,992.75,2.0
STF-00911,Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops",Private & Wealth,Relationship Manager,"customer_service,leadership,sales_advisory",4.6,21.0,3,738.13,5.7
STF-00912,Retail Banking,Teller,"teller_ops,customer_service,cybersecurity",Retail Banking,Branch Supervisor,"teller_ops,sales_advisory,branch_management",1.6,20.0,4,661.47,4.1
STF-00913,Digital & IT,Systems Administrator,"data_analytics,cybersecurity",Digital & IT,IT Support Analyst,"it_support,digital_banking,aml_compliance",6.4,19.0,3,1023.77,8.3
STF-00914,Private & Wealth,Relationship Manager,"wealth_management,leadership",Treasury & Markets,Markets Associate,"forex_ops,data_analytics,sales_advisory",4.5,16.0,3,610.09,3.5
STF-00915,Digital & IT,Systems Administrator,"data_analytics,digital_banking,cybersecurity,it_support",Treasury & Markets,FX Dealer,"credit_risk,data_analytics,treasury_ops",2.7,14.0,4,650.05,12.6
STF-00916,Private & Wealth,Private Banker,"leadership,customer_service,sales_advisory,forex_ops",Private & Wealth,Wealth Advisor,"leadership,wealth_management",2.7,16.0,2,682.21,1.6
STF-00917,Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance,credit_risk",Treasury & Markets,FX Dealer,"data_analytics,forex_ops",10.2,21.0,2,929.58,2.3
STF-00918,Credit & Lending,Underwriter,"loan_underwriting,data_analytics,aml_compliance,wealth_management",Credit & Lending,Underwriter,"aml_compliance,loan_underwriting,data_analytics,treasury_ops",11.2,19.0,4,881.17,7.8
STF-00919,Retail Banking,Customer Service Rep,"branch_management,customer_service,sales_advisory,teller_ops",Digital & IT,IT Support Analyst,"cybersecurity,data_analytics,customer_service",7.2,19.0,3,893.64,0.1
STF-00920,Compliance & Risk,Risk Analyst,"credit_risk,leadership,cybersecurity,aml_compliance",Credit & Lending,Underwriter,"data_analytics,loan_underwriting",13.7,20.0,3,835.99,7.2
STF-00921,Credit & Lending,Underwriter,"loan_underwriting,data_analytics,aml_compliance,credit_risk",Credit & Lending,Credit Analyst,"data_analytics,aml_compliance,forex_ops",9.0,18.0,3,535.01,0.5
STF-00922,Credit & Lending,Lending Manager,"credit_risk,loan_underwriting",Retail Banking,Branch Officer,"sales_advisory,branch_management",6.4,9.0,3,614.51,11.5
STF-00923,Credit & Lending,Lending Manager,"data_analytics,loan_underwriting",Credit & Lending,Credit Analyst,"aml_compliance,data_analytics,leadership",5.9,27.0,1,765.57,0.5
STF-00924,Private & Wealth,Private Banker,"leadership,wealth_management,customer_service,data_analytics",Private & Wealth,Wealth Advisor,"leadership,sales_advisory",4.0,17.0,4,684.08,2.6
STF-00925,Compliance & Risk,AML Investigator,"credit_risk,leadership,cybersecurity",Private & Wealth,Private Banker,"leadership,customer_service,digital_banking",5.2,20.0,2,653.84,9.2
STF-00926,Private & Wealth,Wealth Advisor,"wealth_management,customer_service,forex_ops",Retail Banking,Branch Officer,"customer_service,branch_management,teller_ops,wealth_management",2.5,22.0,3,759.32,7.1
STF-00927,Private & Wealth,Wealth Advisor,"leadership,customer_service,aml_compliance",Retail Banking,Branch Officer,"teller_ops,branch_management",5.5,20.0,2,784.33,0.0
STF-00928,Private & Wealth,Private Banker,"sales_advisory,wealth_management,leadership,customer_service",Private & Wealth,Relationship Manager,"customer_service,sales_advisory",3.6,13.0,3,767.67,7.5
STF-00929,Credit & Lending,Loan Officer,"aml_compliance,loan_underwriting,data_analytics,credit_risk,customer_service",Treasury & Markets,FX Dealer,"credit_risk,forex_ops",3.6,18.0,3,865.67,0.0
STF-00930,Private & Wealth,Private Banker,"sales_advisory,customer_service,treasury_ops",Private & Wealth,Relationship Manager,"sales_advisory,customer_service,branch_management",1.2,14.0,3,590.01,0.7
STF-00931,Compliance & Risk,AML Investigator,"aml_compliance,leadership,cybersecurity,credit_risk",Compliance & Risk,Risk Analyst,"credit_risk,leadership,cybersecurity,wealth_management",13.6,24.0,3,860.23,7.3
STF-00932,Credit & Lending,Credit Analyst,"data_analytics,credit_risk",Credit & Lending,Loan Officer,"loan_underwriting,aml_compliance,it_support",6.6,9.0,1,1063.43,4.1
STF-00933,Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity",Compliance & Risk,AML Investigator,"aml_compliance,leadership,cybersecurity",18.0,20.0,4,919.52,0.8
STF-00934,Digital & IT,Digital Banking Officer,"digital_banking,cybersecurity",Digital & IT,IT Support Analyst,"data_analytics,digital_banking",4.2,17.0,4,791.07,0.0
STF-00935,Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,wealth_management,leadership",Compliance & Risk,Compliance Officer,"credit_risk,leadership",3.4,25.0,2,616.3,4.3
STF-00936,Compliance & Risk,AML Investigator,"cybersecurity,credit_risk",Compliance & Risk,AML Investigator,"credit_risk,leadership,cybersecurity",4.6,11.0,2,798.04,4.1
STF-00937,Retail Banking,Branch Officer,"sales_advisory,teller_ops,customer_service,branch_management",Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,cybersecurity",6.4,19.0,3,800.45,4.9
